Spends,Spends band,Fraud,Type of swipe
5502138.5,3,0,Online 
818217.8,3,0,Online 
22460,1,0,Online 
392825.4,3,0,Online 
78497.7,2,0,Online 
50422.7,1,0,Online 
25042.9,1,0,Online 
1447547,3,0,Online 
11230,1,0,Online 
396755.9,3,0,Online 
5095275.6,3,0,Online 
2296422.7,3,0,Online 
15946.6,1,0,Online 
347905.4,3,0,Online 
11230,1,0,Online 
17518.8,1,0,Online 
963534,3,0,Online 
112187.7,2,0,Online 
20101.7,1,0,Online 
157220,2,0,Online 
133300.1,2,0,Online 
85348,2,0,Online 
167888.5,2,0,Online 
505237.7,3,0,Online 
435162.5,3,0,Online 
336900,3,0,Online 
3077020,3,0,Online 
224038.5,3,0,Online 
2646911,3,0,Online 
112.3,1,0,Online 
184845.8,3,0,Online 
1682815.5,3,0,Online 
774308.5,3,0,Online 
17743.4,1,0,Online 
774870,3,0,Online 
11117.7,1,0,Online 
70636.7,2,0,Online 
280750,3,0,Online 
34476.1,1,0,Online 
1347600,3,0,Online 
134647.7,2,0,Online 
795757.8,3,0,Online 
78610,2,0,Online 
758025,3,0,Online 
729388.5,3,0,Online 
2980217.4,3,0,Online 
197648,3,0,Online 
1870805.7,3,0,Online 
9664538,3,0,Online 
314440,3,0,Online 
202027.7,3,0,Online 
1740650,3,0,Online 
129145,2,0,Online 
1493590,3,0,Online 
112187.7,2,0,Online 
27962.7,1,0,Online 
954437.7,3,0,Online 
830907.7,3,0,Online 
2246000,3,0,Online 
44470.8,1,0,Online 
56150,1,0,Online 
224600,3,0,Online 
202027.7,3,0,Online 
8534.8,1,0,Online 
336338.5,3,0,Online 
87594,2,0,Online 
224038.5,3,0,Online 
165305.6,2,0,Online 
1134230,3,0,Online 
1138834.3,3,0,Online 
8422500,3,0,Online 
268958.5,3,0,Online 
22235.4,1,0,Online 
73107.3,2,0,Online 
1276851,3,0,Online 
17069.6,1,0,Online 
177434,3,0,Online 
112300,2,0,Online 
22235.4,1,0,Online 
110054,2,0,Online 
1864516.9,3,0,Online 
1190829.2,3,0,Online 
248407.6,3,0,Online 
220669.5,3,0,Online 
157220,2,0,Online 
179118.5,3,0,Online 
235830,3,0,Online 
168450,3,0,Online 
312306.3,3,0,Online 
161712,2,0,Online 
72995,2,0,Online 
89840,2,0,Online 
129145,2,0,Online 
162610.4,2,0,Online 
11230,1,0,Online 
8534.8,1,0,Online 
9994.7,1,0,Online 
5266870,3,0,Online 
168450,3,0,Online 
2639050,3,0,Online 
1055620,3,0,Online 
314440,3,0,Online 
729837.7,3,0,Online 
168450,3,0,Online 
84898.8,2,0,Online 
151941.9,2,0,Online 
595190,3,0,Online 
266375.6,3,0,Online 
14127340,3,0,Online 
389793.3,3,0,Online 
43460.1,1,0,Online 
333418.7,3,0,Online 
292316.9,3,0,Online 
129032.7,2,0,Online 
32887953.4,3,0,Online 
516580,3,0,Online 
1775013.8,3,0,Online 
100957.7,2,0,Online 
475141.3,3,0,Online 
190685.4,3,0,Online 
1325140,3,0,Online 
3144400,3,0,Online 
95904.2,2,0,Online 
683120.9,3,0,Online 
640110,3,0,Online 
527810,3,0,Online 
1751880,3,0,Online 
255819.4,3,0,Online 
784977,3,0,Online 
92872.1,2,0,Online 
391927,3,0,Online 
1714259.5,3,0,Online 
8534.8,1,0,Online 
325670,3,0,Online 
56037.7,1,0,Online 
129145,2,0,Online 
1370060,3,0,Online 
897501.6,3,0,Online 
1111657.7,3,0,Online 
247060,3,0,Online 
103316,2,0,Online 
371039.2,3,0,Online 
20101.7,1,0,Online 
1347487.7,3,0,Online 
289172.5,3,0,Online 
224487.7,3,0,Online 
561500,3,0,Online 
176086.4,3,0,Online 
112300,2,0,Online 
379124.8,3,0,Online 
129145,2,0,Online 
494120,3,0,Online 
56037.7,1,0,Online 
7748.7,1,0,Online 
32217634.7,3,0,Online 
359360,3,0,Online 
231338,3,0,Online 
330162,3,0,Online 
8422.5,1,0,Online 
29984.1,1,0,Online 
11230,1,0,Online 
431456.6,3,0,Online 
336787.7,3,0,Online 
5024526.6,3,0,Online 
100957.7,2,0,Online 
336787.7,3,0,Online 
82428.2,2,0,Online 
112187.7,2,0,Online 
22235.4,1,0,Online 
168450,3,0,Online 
394734.5,3,0,Online 
224487.7,3,0,Online 
1118957.2,3,0,Online 
91636.8,2,0,Online 
140375,2,0,Online 
42674,1,0,Online 
1123000,3,0,Online 
11230,1,0,Online 
517141.5,3,0,Online 
231450.3,3,0,Online 
785987.7,3,0,Online 
224600,3,0,Online 
40091.1,1,0,Online 
1828019.4,3,0,Online 
3543065,3,0,Online 
11230,1,0,Online 
1774340,3,0,Online 
3004923.4,3,0,Online 
1610943.5,3,0,Online 
11230,1,0,Online 
785763.1,3,0,Online 
85348,2,0,Online 
83775.8,2,0,Online 
1101213.8,3,0,Online 
127797.4,2,0,Online 
898400,3,0,Online 
129145,2,0,Online 
11230,1,0,Online 
134647.7,2,0,Online 
1239904.3,3,0,Online 
179680,3,0,Online 
2043860,3,0,Online 
8534.8,1,0,Online 
9994.7,1,0,Online 
1061235,3,0,Online 
44246.2,1,0,Online 
990373.7,3,0,Online 
51208.8,1,0,Online 
11230,1,0,Online 
329375.9,3,0,Online 
481767,3,0,Online 
2321465.6,3,0,Online 
133075.5,2,0,Online 
673687.7,3,0,Online 
933100.7,3,0,Online 
69626,2,0,Online 
90626.1,2,0,Online 
290407.8,3,0,Online 
432579.6,3,0,Online 
224600,3,0,Online 
2095293.4,3,0,Online 
22235.4,1,0,Online 
449200,3,0,Online 
914683.5,3,0,Online 
119936.4,2,0,Online 
944779.9,3,0,Online 
266600.2,3,0,Online 
66818.5,2,0,Online 
8647.1,1,0,Online 
56150,1,0,Online 
10668.5,1,0,Online 
1701345,3,0,Online 
335777,3,0,Online 
40315.7,1,0,Online 
22451914.4,3,0,Online 
648869.4,3,0,Online 
2608616.7,3,0,Online 
2216128.2,3,0,Online 
83102,2,0,Online 
26390.5,1,0,Online 
930967,3,0,Online 
314440,3,0,Online 
55588.5,1,0,Online 
1726837.1,3,0,Online 
55363.9,1,0,Online 
11230,1,0,Online 
315563,3,0,Online 
173054.3,3,0,Online 
144642.4,2,0,Online 
159129.1,2,0,Online 
11230,1,0,Online 
2913398.9,3,0,Online 
168450,3,0,Online 
5000157.5,3,0,Online 
367782.5,3,0,Online 
11230,1,0,Online 
1226989.8,3,0,Online 
1123000,3,0,Online 
112187.7,2,0,Online 
1774340,3,0,Online 
11230,1,0,Online 
2234770,3,0,Online 
1531772,3,0,Online 
11230,1,0,Online 
82652.8,2,0,Online 
1941217.8,3,0,Online 
763640,3,0,Online 
9994.7,1,0,Online 
168450,3,0,Online 
336338.5,3,0,Online 
26952,1,0,Online 
1673270,3,0,Online 
50422.7,1,0,Online 
25941.3,1,0,Online 
336338.5,3,0,Online 
10443.9,1,0,Online 
20974832.5,3,0,Online 
112300,2,0,Online 
1459900,3,0,Online 
785987.7,3,0,Online 
11230,1,0,Online 
200343.2,3,0,Online 
1123000,3,0,Online 
158118.4,2,0,Online 
290857,3,0,Online 
168450,3,0,Online 
1711788.9,3,0,Online 
1684500,3,0,Online 
530392.9,3,0,Online 
22235.4,1,0,Online 
112.3,1,0,Online 
129145,2,0,Online 
553751.3,3,0,Online 
842250,3,0,Online 
133075.5,2,0,Online 
729950,3,0,Online 
1795677,3,0,Online 
100957.7,2,0,Online 
11230,1,0,Online 
112187.7,2,0,Online 
1965250,3,0,Online 
322862.5,3,0,Online 
1992538.9,3,0,Online 
85123.4,2,0,Online 
561500,3,0,Online 
44920,1,0,Online 
10396734,3,0,Online 
39305,1,0,Online 
1773778.5,3,0,Online 
1131759.4,3,0,Online 
1010812.3,3,0,Online 
6883990,3,0,Online 
2073956.4,3,0,Online 
348130,3,0,Online 
1064604,3,0,Online 
78497.7,2,0,Online 
560938.5,3,0,Online 
449200,3,0,Online 
11230,1,0,Online 
336338.5,3,0,Online 
1699435.9,3,0,Online 
763640,3,0,Online 
224600,3,0,Online 
264354.2,3,0,Online 
138129,2,0,Online 
583960,3,0,Online 
179118.5,3,0,Online 
81979,2,0,Online 
703671.8,3,0,Online 
33690,1,0,Online 
232910.2,3,0,Online 
30208.7,1,0,Online 
168450,3,0,Online 
235942.3,3,0,Online 
129145,2,0,Online 
195514.3,3,0,Online 
9994.7,1,0,Online 
274461.2,3,0,Online 
525227.1,3,0,Online 
11230,1,0,Online 
583960,3,0,Online 
616527,3,0,Online 
70861.3,2,0,Online 
1325027.7,3,0,Online 
94332,2,0,Online 
449200,3,0,Online 
44807.7,1,0,Online 
17294.2,1,0,Online 
257840.8,3,0,Online 
220220.3,3,0,Online 
1388028,3,0,Online 
318932,3,0,Online 
138241.3,2,0,Online 
9994.7,1,0,Online 
4409459.5,3,0,Online 
112300,2,0,Online 
101406.9,2,0,Online 
3077020,3,0,Online 
41551,1,0,Online 
8647.1,1,0,Online 
561500,3,0,Online 
112300,2,0,Online 
8534.8,1,1,Online 
186305.7,3,0,Online 
112300,2,0,Online 
110390.9,2,0,Online 
5517972.8,3,0,Online 
303210,3,0,Online 
3480177,3,0,Online 
9994.7,1,0,Online 
119262.6,2,0,Online 
561500,3,0,Online 
22235.4,1,0,Online 
8534.8,1,0,Online 
784977,3,0,Online 
2124266.8,3,0,Online 
1175219.5,3,0,Online 
482890,3,0,Online 
515457,3,0,Online 
336338.5,3,0,Online 
505237.7,3,0,Online 
5189495.3,3,0,Online 
392937.7,3,0,Online 
222354,3,0,Online 
30994.8,1,0,Online 
376654.2,3,0,Online 
3705450.8,3,0,Online 
257167,3,0,Online 
105898.9,2,0,Online 
521521.2,3,0,Online 
693452.5,3,0,Online 
2552579,3,1,Online 
8534.8,1,0,Online 
8747720.8,3,0,Online 
583960,3,0,Online 
118364.2,2,0,Online 
112187.7,2,0,Online 
2436910,3,0,Online 
138241.3,2,0,Online 
1066850,3,0,Online 
1745142,3,0,Online 
20101.7,1,0,Online 
244589.4,3,0,Online 
1187011,3,0,Online 
112187.7,2,0,Online 
25604.4,1,0,Online 
807437,3,0,Online 
432242.7,3,0,Online 
403718.5,3,0,Online 
141498,2,0,Online 
224600,3,0,Online 
202027.7,3,0,Online 
242343.4,3,0,Online 
8081220.3,3,0,Online 
1059550.5,3,0,Online 
2805703.2,3,0,Online 
112.3,1,0,Online 
224600,3,0,Online 
2562461.4,3,0,Online 
810244.5,3,0,Online 
24481.4,1,0,Online 
1992763.5,3,0,Online 
85011.1,2,0,Online 
1022491.5,3,0,Online 
22460,1,0,Online 
246386.2,3,0,Online 
574976,3,0,Online 
331958.8,3,0,Online 
446055.6,3,0,Online 
341728.9,3,0,Online 
1280220,3,0,Online 
9360429.6,3,0,Online 
1347600,3,0,Online 
11230,1,0,Online 
14486.7,1,0,Online 
119262.6,2,0,Online 
39080.4,1,0,Online 
4625973.9,3,0,Online 
1662040,3,0,Online 
724896.5,3,0,Online 
67267.7,2,0,Online 
371376.1,3,0,Online 
202027.7,3,0,Online 
426740,3,0,Online 
1882821.8,3,0,Online 
322862.5,3,0,Online 
13251.4,1,0,Online 
112300,2,0,Online 
2358075.4,3,0,Online 
2129432.6,3,0,Online 
67267.7,2,0,Online 
312194,3,0,Online 
11230,1,0,Online 
167327,2,0,Online 
5615000,3,0,Online 
359247.7,3,0,Online 
20101.7,1,0,Online 
123417.7,2,0,Online 
56037.7,1,0,Online 
308375.8,3,0,Online 
237177.6,3,0,Online 
212471.6,3,0,Online 
20663.2,1,0,Online 
208316.5,3,0,Online 
810019.9,3,0,Online 
167327,2,0,Online 
1123000,3,0,Online 
223364.7,3,0,Online 
186530.3,3,0,Online 
11117.7,1,0,Online 
1852950,3,0,Online 
276482.6,3,0,Online 
11230,1,0,Online 
112300,2,0,Online 
3864243,3,0,Online 
10538232,3,0,Online 
134535.4,2,0,Online 
258290,3,0,Online 
144417.8,2,0,Online 
100845.4,2,0,Online 
176198.7,3,0,Online 
729837.7,3,0,Online 
118925.7,2,0,Online 
61765,2,0,Online 
387659.6,3,0,Online 
100957.7,2,0,Online 
1177128.6,3,0,Online 
4254373.2,3,0,Online 
4128821.8,3,0,Online 
44358.5,1,0,Online 
5278100,3,0,Online 
2290470.8,3,0,Online 
119599.5,2,0,Online 
127460.5,2,0,Online 
298156.5,3,0,Online 
11230,1,0,Online 
198771,3,0,Online 
5082473.4,3,0,Online 
2403220,3,0,Online 
1089310,3,0,Online 
2077999.2,3,0,Online 
129145,2,0,Online 
2912388.2,3,0,Online 
503104,3,0,Online 
204947.5,3,0,Online 
1931447.7,3,0,Online 
778800.5,3,0,Online 
3332502.5,3,0,Online 
225498.4,3,0,Online 
1125358.3,3,0,Online 
22235.4,1,0,Online 
8647.1,1,0,Online 
129145,2,0,Online 
391590.1,3,0,Online 
238076,3,0,Online 
870549.6,3,0,Online 
820913,3,0,Online 
909630,3,0,Online 
505350,3,0,Online 
226396.8,3,0,Online 
118476.5,2,0,Online 
22235.4,1,0,Online 
129145,2,0,Online 
841688.5,3,0,Online 
0,1,0,Online 
561500,3,0,Online 
119262.6,2,0,Online 
67380,2,0,Online 
22235.4,1,0,Online 
939838.7,3,0,Online 
2216128.2,3,0,Online 
962186.4,3,0,Online 
67267.7,2,0,Online 
170359.1,3,0,Online 
339595.2,3,0,Online 
179680,3,0,Online 
3694670,3,0,Online 
247060,3,0,Online 
7384286.5,3,0,Online 
102529.9,2,0,Online 
112187.7,2,0,Online 
2578183.4,3,0,Online 
336900,3,0,Online 
11230,1,0,Online 
9994.7,1,0,Online 
3252432.6,3,0,Online 
111177,2,0,Online 
22235.4,1,0,Online 
9994.7,1,0,Online 
336338.5,3,0,Online 
280750,3,0,Online 
534548,3,0,Online 
77374.7,2,0,Online 
173391.2,3,0,Online 
2289797,3,0,Online 
798003.8,3,0,Online 
262782,3,0,Online 
56150,1,0,Online 
12296850,3,0,Online 
284455.9,3,0,Online 
212583.9,3,0,Online 
1571638.5,3,0,Online 
168562.3,3,0,Online 
11230,1,0,Online 
22235.4,1,0,Online 
11230,1,0,Online 
168450,3,0,Online 
11230,1,0,Online 
1309867.2,3,0,Online 
91524.5,2,0,Online 
11117.7,1,0,Online 
78610,2,0,Online 
584072.3,3,0,Online 
11230,1,0,Online 
100845.4,2,0,Online 
1593986.2,3,0,Online 
131952.5,2,0,Online 
3168769.1,3,0,Online 
11230,1,0,Online 
268958.5,3,0,Online 
774196.2,3,0,Online 
538927.7,3,0,Online 
359360,3,0,Online 
6176500,3,0,Online 
182262.9,3,0,Online 
634495,3,0,Online 
44807.7,1,0,Online 
481767,3,0,Online 
5442394.9,3,0,Online 
224600,3,0,Online 
2007924,3,0,Online 
561836.9,3,0,Online 
168450,3,0,Online 
228979.7,3,0,Online 
392937.7,3,0,Online 
17069.6,1,0,Online 
200455.5,3,0,Online 
13363.7,1,0,Online 
97364.1,2,0,Online 
168450,3,0,Online 
5207351,3,0,Online 
80406.8,2,0,Online 
381820,3,0,Online 
7961957.7,3,0,Online 
449200,3,0,Online 
505350,3,0,Online 
62551.1,2,0,Online 
280750,3,0,Online 
200455.5,3,0,Online 
33577.7,1,0,Online 
168450,3,0,Online 
8534.8,1,0,Online 
1448670,3,0,Online 
2335840,3,0,Online 
727704,3,0,Online 
100957.7,2,0,Online 
11230,1,0,Online 
235830,3,0,Online 
44807.7,1,0,Online 
4916494,3,0,Online 
4098950,3,0,Online 
454590.4,3,0,Online 
178332.4,3,0,Online 
1492467,3,0,Online 
755779,3,0,Online 
22235.4,1,0,Online 
359023.1,3,0,Online 
179118.5,3,0,Online 
170471.4,3,0,Online 
112300,2,0,Online 
83102,2,0,Online 
22235.4,1,0,Online 
22235.4,1,0,Online 
116118.2,2,0,Online 
460093.1,3,0,Online 
127685.1,2,0,Online 
8972770,3,0,Online 
1158149.9,3,0,Online 
404280,3,0,Online 
0,1,0,Online 
1212053.9,3,0,Online 
8647.1,1,0,Online 
1751880,3,0,Online 
335777,3,0,Online 
316124.5,3,0,Online 
15638673.4,3,0,Online 
11230,1,0,Online 
314440,3,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
1805222.5,3,0,Online 
112300,2,0,Online 
263792.7,3,0,Online 
10851212.1,3,0,Online 
112187.7,2,0,Online 
822260.6,3,0,Online 
1678435.8,3,0,Online 
980379,3,0,Online 
510628.1,3,0,Online 
89952.3,2,0,Online 
479857.9,3,0,Online 
11117.7,1,0,Online 
1536937.8,3,0,Online 
320055,3,0,Online 
448077,3,0,Online 
1565462,3,0,Online 
44133.9,1,0,Online 
50422.7,1,0,Online 
1358830,3,0,Online 
11252460,3,0,Online 
11230,1,0,Online 
8647.1,1,0,Online 
3313860.7,3,0,Online 
785987.7,3,0,Online 
11117.7,1,0,Online 
561387.7,3,0,Online 
1204866.7,3,0,Online 
1235300,3,0,Online 
111513.9,2,0,Online 
336900,3,0,Online 
336338.5,3,0,Online 
118813.4,2,0,Online 
505350,3,0,Online 
202140,3,0,Online 
69850.6,2,0,Online 
35037.6,1,0,Online 
183722.8,3,0,Online 
1201610,3,0,Online 
762180.1,3,0,Online 
3576642.7,3,0,Online 
112187.7,2,0,Online 
8534.8,1,0,Online 
202140,3,0,Online 
2278791.6,3,0,Online 
187541,3,0,Online 
3275566.4,3,0,Online 
514895.5,3,0,Online 
129145,2,0,Online 
67380,2,0,Online 
11117.7,1,0,Online 
73107.3,2,0,Online 
14935.9,1,0,Online 
62326.5,2,0,Online 
22235.4,1,0,Online 
44920,1,0,Online 
193605.2,3,0,Online 
256268.6,3,0,Online 
2908457.7,3,0,Online 
290744.7,3,0,Online 
216739,3,0,Online 
52219.5,1,0,Online 
346108.6,3,0,Online 
2473744.4,3,0,Online 
4424620,3,0,Online 
11230,1,0,Online 
45593.8,1,0,Online 
1690901.1,3,0,Online 
437970,3,0,Online 
2223540,3,0,Online 
505237.7,3,0,Online 
322862.5,3,0,Online 
1220925.6,3,0,Online 
8167354.4,3,0,Online 
4065260,3,0,Online 
22235.4,1,0,Online 
306915.9,3,0,Online 
112187.7,2,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
269520,3,0,Online 
2523156.4,3,0,Online 
0,1,0,Online 
1571975.4,3,0,Online 
175749.5,3,0,Online 
1748511,3,0,Online 
2571670,3,0,Online 
112187.7,2,0,Online 
280750,3,0,Online 
2234770,3,0,Online 
145203.9,2,0,Online 
713441.9,3,0,Online 
11230,1,0,Online 
20101.7,1,0,Online 
168450,3,0,Online 
252675,3,0,Online 
8984,1,0,Online 
52444.1,1,0,Online 
539040,3,0,Online 
11230,1,0,Online 
413151.7,3,0,Online 
641008.4,3,0,Online 
1403750,3,0,Online 
1123000,3,0,Online 
120947.1,2,0,Online 
8857887.1,3,0,Online 
100957.7,2,0,Online 
1166123.2,3,0,Online 
2991896.6,3,0,Online 
387435,3,0,Online 
1512456.4,3,0,Online 
145990,2,0,Online 
65695.5,2,0,Online 
14486.7,1,0,Online 
102080.7,2,0,Online 
79620.7,2,0,Online 
123417.7,2,0,Online 
763640,3,0,Online 
294226,3,0,Online 
170246.8,3,0,Online 
224600,3,0,Online 
887170,3,0,Online 
36272.9,1,0,Online 
336338.5,3,0,Online 
11230,1,0,Online 
238974.4,3,0,Online 
312755.5,3,0,Online 
641457.6,3,0,Online 
1698088.3,3,0,Online 
1401167.1,3,0,Online 
1284824.3,3,0,Online 
169460.7,3,0,Online 
11117.7,1,0,Online 
3555418,3,0,Online 
339707.5,3,0,Online 
11230,1,0,Online 
200904.7,3,0,Online 
389119.5,3,0,Online 
2189850,3,0,Online 
3099480,3,0,Online 
482777.7,3,0,Online 
112187.7,2,0,Online 
7861,1,0,Online 
102305.3,2,0,Online 
207642.7,3,0,Online 
2540338.3,3,0,Online 
3182245.1,3,0,Online 
1515937.7,3,0,Online 
312530.9,3,0,Online 
129145,2,0,Online 
623265,3,0,Online 
46941.4,1,0,Online 
1504820,3,0,Online 
9994.7,1,0,Online 
377889.5,3,0,Online 
271766,3,0,Online 
35599.1,1,0,Online 
49412,1,0,Online 
16845,1,0,Online 
1362199,3,0,Online 
1010587.7,3,0,Online 
42561.7,1,0,Online 
20101.7,1,0,Online 
1531547.4,3,0,Online 
6458373,3,0,Online 
25941.3,1,0,Online 
22235.4,1,0,Online 
112187.7,2,0,Online 
30208.7,1,0,Online 
77487,2,0,Online 
213482.3,3,0,Online 
167327,2,0,Online 
1795677,3,0,Online 
224600,3,0,Online 
336900,3,0,Online 
247060,3,0,Online 
1055283.1,3,0,Online 
145428.5,2,0,Online 
2874880,3,0,Online 
22235.4,1,0,Online 
112075.4,2,0,Online 
931865.4,3,0,Online 
532302,3,0,Online 
168337.7,2,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
340830.5,3,0,Online 
11117.7,1,0,Online 
97701,2,0,Online 
77936.2,2,0,Online 
911876,3,0,Online 
280750,3,0,Online 
830683.1,3,0,Online 
30096.4,1,0,Online 
95904.2,2,0,Online 
84112.7,2,0,Online 
30208.7,1,0,Online 
11230,1,0,Online 
331172.7,3,0,Online 
8882480.8,3,0,Online 
1965250,3,0,Online 
112187.7,2,0,Online 
28075,1,0,Online 
404280,3,0,Online 
403044.7,3,0,Online 
11230,1,0,Online 
182487.5,3,0,Online 
416296.1,3,0,Online 
1906966.3,3,0,Online 
157556.9,2,0,Online 
11230,1,0,Online 
11230,1,0,Online 
61428.1,2,0,Online 
1426210,3,0,Online 
8534.8,1,0,Online 
180803,3,0,Online 
391927,3,0,Online 
11230,1,0,Online 
201017,3,0,Online 
36946.7,1,0,Online 
1774340,3,0,Online 
995651.8,3,0,Online 
414387,3,0,Online 
336226.2,3,0,Online 
44807.7,1,0,Online 
56037.7,1,0,Online 
179118.5,3,0,Online 
246498.5,3,0,Online 
560938.5,3,0,Online 
44246.2,1,0,Online 
1122887.7,3,0,Online 
168450,3,0,Online 
248295.3,3,0,Online 
14486.7,1,0,Online 
268958.5,3,0,Online 
80631.4,2,0,Online 
1306049,3,0,Online 
190348.5,3,0,Online 
2021400,3,0,Online 
858870.4,3,0,Online 
224375.4,3,0,Online 
487831.2,3,0,Online 
2536295.5,3,0,Online 
1246530,3,0,Online 
437970,3,0,Online 
50422.7,1,0,Online 
11230,1,0,Online 
2246000,3,0,Online 
950619.5,3,0,Online 
179118.5,3,0,Online 
1449456.1,3,0,Online 
148236,2,0,Online 
112187.7,2,0,Online 
168450,3,0,Online 
4892911,3,0,Online 
1496734.4,3,0,Online 
42449.4,1,0,Online 
3222223.9,3,0,Online 
5674069.8,3,0,Online 
364975,3,0,Online 
789693.6,3,0,Online 
841239.3,3,0,Online 
4965906,3,0,Online 
1171289,3,0,Online 
112187.7,2,0,Online 
86471,2,0,Online 
2377278.7,3,0,Online 
1256524.7,3,0,Online 
112300,2,0,Online 
504788.5,3,0,Online 
11230,1,0,Online 
1039224.2,3,0,Online 
1010587.7,3,0,Online 
80743.7,2,0,Online 
707490,3,0,Online 
538366.2,3,0,Online 
280188.5,3,0,Online 
11230,1,0,Online 
6397731,3,0,Online 
15887530.2,3,0,Online 
27962.7,1,0,Online 
100620.8,2,0,Online 
238862.1,3,0,Online 
407087.5,3,0,Online 
1235187.7,3,0,Online 
207418.1,3,0,Online 
56150,1,0,Online 
1403750,3,0,Online 
89840,2,0,Online 
202027.7,3,0,Online 
3144400,3,0,Online 
1427669.9,3,0,Online 
205958.2,3,0,Online 
224600,3,0,Online 
266263.3,3,0,Online 
5214538.2,3,0,Online 
1190043.1,3,0,Online 
13666910,3,0,Online 
168450,3,0,Online 
887170,3,0,Online 
14486.7,1,0,Online 
179118.5,3,0,Online 
269407.7,3,0,Online 
778688.2,3,0,Online 
445494.1,3,0,Online 
280750,3,0,Online 
354980.3,3,0,Online 
1121877,3,0,Online 
40091.1,1,0,Online 
5693385.4,3,0,Online 
1950651,3,0,Online 
14486.7,1,0,Online 
129145,2,0,Online 
84225,2,0,Online 
154187.9,2,0,Online 
1087962.4,3,0,Online 
6176500,3,0,Online 
11230,1,0,Online 
437970,3,0,Online 
129145,2,0,Online 
2582900,3,0,Online 
86246.4,2,0,Online 
30208.7,1,0,Online 
403606.2,3,0,Online 
904239.6,3,0,Online 
515007.8,3,0,Online 
1178027,3,0,Online 
22235.4,1,0,Online 
1119631,3,0,Online 
102193,2,0,Online 
1703254.1,3,0,Online 
50422.7,1,0,Online 
22235.4,1,0,Online 
113647.6,2,0,Online 
9994.7,1,0,Online 
43797,1,0,Online 
746682.7,3,0,Online 
118925.7,2,0,Online 
100508.5,2,0,Online 
572168.5,3,0,Online 
1664622.9,3,0,Online 
5458341.5,3,0,Online 
39866.5,1,0,Online 
145877.7,2,0,Online 
33577.7,1,0,Online 
2580766.3,3,0,Online 
11230,1,0,Online 
1224070,3,0,Online 
132289.4,2,0,Online 
224487.7,3,0,Online 
916143.4,3,0,Online 
624949.5,3,0,Online 
112187.7,2,0,Online 
80631.4,2,0,Online 
108818.7,2,0,Online 
324996.2,3,0,Online 
112300,2,0,Online 
11230,1,0,Online 
3301956.9,3,0,Online 
75914.8,2,0,Online 
